align_len,b1,b2,bw1,bw2,ch_match,e1,e2,ew1,ew2,gid1,gid2,id1,id2,len1,len2,matches,matches_percent,s1,s2,score,seq1,seq2,tok1,tok2,uid1,uid2,w_match,series_b1,series_b2
282,1,1403,0,275,91,279,1527,56,300,5.27494E+18,5.45527E+18,JK000911-ara1.mARkdown.ms0113,Shamela0012715-ara1.inProgress.ms0015,1499,1527,115,40.78014184,أدخل يده في جيبه وأخرجها---- بيضاء كالثلج لها نور يتلألأ ثم ردها إلى ما كانت عليه من لونها ثم أخرجها الثانية لها نور ساطع في السماء تلك منه الأبصار قد أضاءت ما حولها يدخل نورها البيوت ويرى من الكوى ومن وراء الحجب فلم يستطع فرعون النظر إليها ثم ردها موسى في جيبه وأخرجها فإذا هي على,أدخل يده في جيبه وأخرجها وهي بيضاء------- لها نور تكل---------------------------------------------------------------------------------- منه الأبصار----------------------------------------------------------------- فلم يستطع فرعون النظر إليها ثم ردها ----إلى جيبه وأخرجها فإذا هي على,176,113,15,300,300,-7.96598E+18,-2.55634E+17,21,JK000911-ara1.mARkdown,Shamela0012715-ara1.inProgress
560,379,9,69,1,221,925,339,173,62,5.27494E+18,5.45527E+18,JK000911-ara1.mARkdown.ms0122,Shamela0012715-ara1.inProgress.ms0017,1572,1560,276,49.28571429,يا موسى إن فيها قوما جبارين و إنا لن ندخلها حتى يخرجوا منها فإن يخرجوا منها فإنا داخلون قال رجلان وهما يوشع وكالب من الذين يخافون أنعم الله عليهما ادخلوا عليهم الباب فإذا دخلتموه فإنكم غالبون وعلى الله فتوكلوا إن كنتم مؤمنين قالوا يا موسى إنا لن ندخلها أبدا ما داموا فيها فاذهب أنت وربك فقاتلا إنا ها هنا قاعدون-------- فغضب موسى فدعا عليهم فقال رب إني لا أملك إلا نفسي وأخي فافرق بيننا وبين القوم الفاسقين وكانت عجلة من موسى فقال الله تعالى فإنها محرمة عليهم أربعين سنة يتيهون في الأرض فندم موسى حينئذ فقالوا له فكيف لنا بالطعام فأنزل الله------ المن والسلوى,يا موسى إن فيها قوما جبارين و-إنا لن ندخلها حتى يخرجوا منها المائدة------------------------------------------------------------------------------------------------------------------------------------------------------------------- يا موسى ----------------------------------اذهب أنت وربك فقاتلا إنا ها-هنا قاعدون المائدة فغضب موسى ودعا عليهم فقال رب إني لا أملك إلا نفسي وأخي فافرق بيننا وبين القوم الفاسقين المائدة ف-----------قال الله تعالى فإنها محرمة عليهم أربعين سنة يتيهون في الأرض المائدة فبقوا في التيه و--------------------أنزل الله عليهم المن والسلوى,432,122,17,300,300,6.15108E+18,-6.00333E+18,49,JK000911-ara1.mARkdown,Shamela0012715-ara1.inProgress
575,64,339,13,62,184,610,611,127,115,5.27494E+18,5.45527E+18,JK000911-ara1.mARkdown.ms0123,Shamela0012715-ara1.inProgress.ms0017,1453,1560,231,40.17391304,ثم إن الله أوحى -----------إلى موسى إني متوفى هارون فأت به---- جبل كذا وكذا فانطلقا نحوه فإذا هم فيه بشجرة لم يروا مثلها وفيه بيت مبني وسرير عليه فرش وريح طيبة فلما رآه هارون أعجبه قال يا موسى إني أريد أن أنام على هذا السرير فقال له موسى نم قال إني أخاف رب هذا البيت أن يأتي فيغضب علي قال موسى لا تخف أنا أكفيك قال فنم معي فلما ناما ------أخذ هارون الموت فلما وجد حسه قال يا موسى خدعتني فتوفي ورفع على السرير إلى السماء ورجع موسى إلى بني إسرائيل فقال-- له بنو إسرائيل إنك قتلت هارون لحبنا إياه فقال----- ويحكم افترون أني أقتل أخي فلما أكثروا عليه صلى ودعا الله ف-نزل بالسرير,ثم-------- أوحى الله تعالى إلى موسى أني متوف- هارون فأت به إلى جبل كذا وكذا فانطلقا نحوه فإذا هما بس-------------------------------------------------------------------------------------------------------------------------رير ف------------------------------------------------------------------------------------------------------ناما عليه وأخذ هارون الموت-------------------------------------- ورفع -----------إلى السماء ورجع موسى إلى بني إسرائيل فقالوا له أنت------------ قتلت هارون لحبنا إياه -قال موسى ويحكم أفترو---ني أقتل أخي فلما أكثروا عليه سأل ا-----لله فأنزل -السرير,327,123,17,300,300,-7.83869E+18,-6.00333E+18,34,JK000911-ara1.mARkdown,Shamela0012715-ara1.inProgress
611,240,858,48,162,321,791,1357,158,265,5.27494E+18,5.45527E+18,JK000911-ara1.mARkdown.ms0128,Shamela0012715-ara1.inProgress.ms0016,1504,1548,410,67.10310966,فتجعلوا لها جعلا فتقذفه---------- بنفسها ففعلوا-------- ذلك فأجابتهم إليه ثم أتى موسى فقال إن قومك قد اجتمعوا لك لتأمرهم وتنهاهم فخرج إليهم فق-----ال من سرق قطعناه ومن افترى جلدناه ومن زنى وليس له امرأة جلدناه مائة جلدة وأن كانت له امرأة رجمناه حتى يموت فقال له قارون وإن كنت أنت فقال----- نعم ------------قال فإن بني إسرائيل يزعمون أنك فجرت بفلانة فقال ------ادعوها فإن قالت فهو كما قالت فلما جاءت قال لها موسى أقسمت عليك بالذي أنزل التوراة ألا صدقت -أنا فعلت بك ما يقول هؤلاء قالت لا كذبوا ولكن جعلوا ج---علا على أن أقذفك فسجد ودعا عليهم فأوحى الله إليه---------- مر الأرض بما شئت تطعك فقال يا أرض خذيهم وقيل,-وجعل --لها جعلا وأمرها بقذف موسى بنفسها واتفق معها على ذلك-------------- ثم أتى موسى فقال أن قومك قد اجتمعوا------------------- فخرج إليهم موسى وقال من سرق قطعناه ومن افترى جلدناه ومن زنى------------------------------------------------- رجمناه فقا---------ل له قارون وإن كنت أنت -قال موسى نعم وإن كنت أنا قال فإن بني إسرائيل يزعمون أنك فجرت بفلانة -قال موسى فادعوها فإن قالت فهو كما قالت فلما جاءت قال لها موسى أقسمت عليك بالذي أنزل التوراة إلا صدقت أأنا فعلت بك ما يقول هؤلاء قالت لا كذبوا ولكن جعلوا لي جعلا على أن أقذفك---------------- فأوحى الله تعالى إلى موسى مر الأرض بما شئت تطعك فقال يا أرض خذيهم فجعل,679,128,16,300,300,-7.94508E+18,-8.80916E+18,75,JK000911-ara1.mARkdown,Shamela0012715-ara1.inProgress
262,618,1003,127,197,116,870,1184,173,229,5.27494E+18,5.45527E+18,JK000911-ara1.mARkdown.ms0188,Shamela0012715-ara1.inProgress.ms0038,1509,1566,142,54.19847328,-سميتها مريم وهي بلغتهم العبادة ثم لفتها في خرقة وحملت---------ها إلى المسجد ووضعتها عند الأحبار أبناء هارون وهم يلون من بيت المقدس ما يلي بنو شيبة من الكعبة فقالت دونكم هذه المنذورة فتنافسوا فيها لأنها بنت إمامهم وصاحب قربانهم فقال زكريا أنا أحق بها لأن خالتها,وسم-تها مريم ومعناه العاب----دة ثم ---------------حملتها وأتت بها إلى المسجد ووضعتها عند الأحبار و-------------------------------------------------------------قالت دونكم هذه المنذورة فتنافسوا فيها لأنها بنت عمران وكان من أئمتهم فقال زكريا أنا أحق بها لأن خالتها,222.5,188,38,300,300,-2.39293E+17,1.35258E+17,21,JK000911-ara1.mARkdown,Shamela0012715-ara1.inProgress
122,133,1473,27,277,91,254,1593,50,300,5.27494E+18,5.45527E+18,JK000911-ara1.mARkdown.ms0202,Shamela0012715-ara1.inProgress.ms0039,1596,1593,114,93.44262295,-لما أعلم الله المسيح أنه خارج من الدنيا جزع من الموت فدعا الحواريين فصنع لهم طعاما فقال احضروني الليلة فإن لي إليكم حاجة,ولما أعلم الله المسيح أنه خارج من الدنيا جزع من ذلك-- فدعا الحواريين وصنع لهم طعاما وقال أحضروني الليلة فإن لي إليكم حاجة,212.5,202,39,300,300,2.9611E+18,-8.55952E+18,18,JK000911-ara1.mARkdown,Shamela0012715-ara1.inProgress
1598,254,1,50,0,414,1474,1077,276,203,5.27494E+18,5.45527E+18,JK000911-ara1.mARkdown.ms0202,Shamela0012715-ara1.inProgress.ms0040,1596,1576,521,32.60325407,فلما اجتمعوا------- عشاهم وقام يخدمهم فلما فرغوا---------- أخذ يغسل أيديهم بيده ويمسحها بثيابه فتعاظموا ذلك وكرهوه فقال من يرد علي الليلة شيئا مما أصنع فليس مني فأقروه حتى فرغ من ذلك ثم قال أما خدمتكم على الطعام وغسلت أيديكم بيدي فليكن بي أسوة فلا يتعاظم بعضكم على بعض وأما حاجتي التي أستعينكم عليها فتدعون الله لي وتجتهدون ف---ي الدعاء ---------أن يؤخر أجلي فلما نصبوا أنفسهم للدعاء أخذه-م النوم حتى ما يستطيعون الدعاء فجعل------- يوقظهم ويقول----------------------------------------------------------------------- سبحان الله ما تصبرون لي ليلة قالوا والله ما ندري ما لنا لقد كنا نسمر فنكثر السمر وما نقدر عليه الليلة وكلما نريد الدعاء حيل بيننا وبينه فقال يذهب بالراعي ويفترق الغنم وجعل ينعى نفسه ثم قال--- ليكفرن بي أحدكم قبل أن يصيح الديك ثلاث مرات وليبيعني أحدكم بدارهم يسيرة وليأكلن ثمني فخرجوا وتفرقوا وكانت اليهود ت---------طلبه فأخذوا شمعون أحد الحواريين------------------------------------------------- وقالوا هذا صاحبه و------------------------------------------------------------------------------------------------------------------------------------------------------اختلف- العلماء في موته قبل رفعه إلى السماء فقيل رفع ولم يمت وقي---ل توفاه الله ثلاث سا---------------عات ثم أحياه ورفعه---------------------------------------- ولما رفع إلى السماء قال الله له انزل فلما قالوا لشمعون عن المسيح جحد وقال ما أنا صاحبه فتركوه وفعلوا ذلك ثلاثا فلما سمع صياح الديك بكى وأحزنه ذلك وأتى أحد الحواريين إلى اليهود فدلهم على المسيح وأعطوه ثلاثين درهما فأتى معهم إلى البيت الذي فيه المسيح فدخله فرفع الله المسيح وألقى شبهه على الذي دلهم عليه فأخذوه وأوثقوه وقادوه وهم يقولون له أنت كنت تحيي الموتى,فلما اجتمعوا بالليل عشاهم وقام يخدمهم فلما فرغوا من الطعام أخذ يغسل أيديهم----- ويمسحها بثيابه فتعاظموا ذلك فق-------ال من -رد علي------- شيئا مما أصنع فليس مني فتركوه حتى فرغ فقال لهم إنما فعلت هذا ليكون لكم------------------------------ أسوة بي في خدمة بعضكم بعضا--- وأما حاجتي إليكم فأن --------------------------تجتهدوا لي في الدعاء إلى الله أن يؤخر أجلي فلما أرادوا ذلك ألقى الله عليهم النوم حتى لم يستطيعوا الدعاء وجعل المسيح يوقظهم ويؤنبهم فلا يزدادون إلا نوما وتكاسلا وأعلموه أنهم مغلوبون عن ذلك فقال المسيح سبحان الله---------------------------------------------------------------------------------------------------------------------------------- يذهب بالراعي ويتفرق الغنم ثم قال لهم الحق أقول لكم ليكفرن بي أحدكم قبل أن يصيح الديك---------- وليبيعني أحدكم بدراهم يسيرة و-يأكلن ثمني--------------- وكانت اليهود قد جدت في طلبه فحضر-------- أحد الحواريين إلى هرذوس الحاكم على اليهود وإلى جماعة من اليهود وقال ما تجعلون لي إذا دللتكم على المسيح فجعلوا له ثلاثين درهما فأخذها ودلهم عليه فرفع الله تعالى المسيح إليه وألقى شبهه على الذي دلهم عليه قال ابن الأثير في الكامل وقد اختلفت العلماء في موته قبل رفعه----------- فقيل رفع ولم يمت وقيل بل توفاه الله ثلاث ساعات وقيل سبع ساعات ثم أحياه وتأول قائل هذا قوله تعالى إني متوفيك آل عمران ولما ------------------------------------------------------أمسك--------------------------------------------------------------------------------------------------------- اليهود الشخص المشبه به ربطوه وجعلوا يقودونه بحبل و-------------------------------------------------------------------------------------------------------------يقولون له أنت كنت تحيي الموتى,684,202,40,300,300,2.9611E+18,-2.3177E+18,74,JK000911-ara1.mARkdown,Shamela0012715-ara1.inProgress
993,118,774,20,144,193,712,1536,137,293,5.27494E+18,5.45527E+18,JK000911-ara1.mARkdown.ms0203,Shamela0012715-ara1.inProgress.ms0040,1605,1576,251,25.27693857,وبينه وألقى شبه المسيح على الذي دلهم عليه فأخذوه وليصلبوه فقال أنا الذي دللتكم عليه فلم يلتفتوا إليه فقتلوه وصلبوه عليها ورفع الله المسيح إليه بعد أن توفا-----ه ثلاث ساعات وقيل سبع ساعات ثم أح------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------ياه ورفعه ثم قال له انزل--------------- إلى---- مريم فإنه لم يبك عليك أحد بكاءها ولم يحزن أحد حزنها فنزل عليها بعد سبعة أيام فاشتعل الجبل حين هبط نورا وهي عند المصلوب تبكي ومعها امرأة كان أبرأها من الجنون فقال ما شأنكما تبكيان قالتا عليك -قال إني-------- رفعني الله إليه ولم يصبني إلا --خير وإن هذا شيء شبه لهم وأمرها فجمعت له الحواريين فبثهم الله في الأرض رسلا عن الله وأمرهم أن يبلغوا عنه ما أمره الله به ثم رفعه الله إليه وكساه الريش ----,إلي-ه وألقى شبهه عل------ى الذي دلهم عل----------------يه -قال ابن الأثير في الكامل وقد اختلفت العلماء في موته قبل رفعه فقيل رفع ولم يمت وقيل بل----- توفاه الله ثلاث ساعات وقيل سبع ساعات ثم أحياه وتأول قائل هذا قوله تعالى إني متوفيك آل عمران ولما أمسك اليهود الشخص المشبه به ربطوه وجعلوا يقودونه بحبل ويقولون له أنت كنت تحيي الموتى أفلا تخلص نفسك من هذا الحبل ويبصقون في وجهه ويلقون عليه الشوك وصلبوه على الخشب فمكث على الخشب ست ساعات ثم استوهبه يوسف النجار من الحاكم الذي كان على اليهود وكان اسمه فيلاطوس ولقبه هرذوس ودفنه في قبر كان يوسف المذكور قد أعده لنفسه ثم أنزل الله المسيح من السماء إلى أمه مريم-------------------------------------------------------------------------------------------------- وهي -----------------------------------------------------------------تبكي-------- عليه فقال لها إن الله رفعني إل-----يه ولم يصبني إلا الخير و--------------------أمرها فجمعت له الحواريين فبثهم ف-----ي الأرض رسلا عن الله وأمرهم أن يبلغوا عنه ما أمر ا-لله به ثم رفعه الله إليه وتفرق الحواريون,328,203,40,300,300,5.22819E+18,-2.3177E+18,35,JK000911-ara1.mARkdown,Shamela0012715-ara1.inProgress
432,272,751,47,146,236,681,1137,121,217,5.27494E+18,5.45527E+18,JK000911-ara1.mARkdown.ms0281,Shamela0012715-ara1.inProgress.ms0091,1694,1548,292,67.59259259,و-أربعين نفسا من بني---- آكل المرار فقدموا بهم على------------------ المنذر فضرب رقابهم بحفر الأميال في ديار بني مرين العباديين بين دير بني هند والكوفة فذلك قول عمرو بن كلثوم فآبوا بالنهاب وبالسبايا وابنا بالملوك مصفدينا وفيهم يقول امرؤ القيس ملوك من بني حجر بن عمرو يساقون العشية يقتلونا فلو في يوم معركة أصيبوا ولكن في ديار بني مرينا ولم تغسل جماجمهم بغسل ولكن في الدماء مرملينا تظل الطير عاكفة عليهم وتنتزع الحواجب والعيونا ولما,وبأربعين نفسا من بني حجر آكل المرار ابنان من ولد حارث المذكور فقتلهم المنذر عن آخر---هم------------- في ديار بني مرين وفي ذلك يقول امرؤ القيس بن حجر بن الحارث المذكور-------- فآبوا بالنهاب وبالسبايا وأبناء الملوك مصفدينا---------------------- ملوك من بني حجر بن عمرو يساقون العشية يقتلونا فلو في يوم معركة أصيبوا ولكن في ديار بني مرينا ولم تغسل جماجمهم بغسل ولكن في الدماء مزملينا تظل الطير عاكفة عليهم وتنتزع الحواجب والعيونا وهرب,498.5,281,91,300,300,-1.99014E+18,3.89853E+18,46,JK000911-ara1.mARkdown,Shamela0012715-ara1.inProgress
435,666,837,128,164,142,1099,1098,218,217,5.27494E+18,5.45527E+18,JK000911-ara1.mARkdown.ms0286,Shamela0012715-ara1.inProgress.ms0138,1490,1524,183,42.06896552,الأسود بن مقصود إلى مكة فساق أموال أهلها وأصاب فيها مائتي بعير لعبد المطلب بن هاشم ثم أرسل أبرهة حناطة الحميري إلى مكة فقال سل عن سيد قريش وق-ل له إني لم آت لحربكم إنما جئت ل-هدم هذا البيت فإن لم تمنعوا عنه فلا حاجة لي بقتالكم فلما بلغ عبد المطلب ما أمره قال له والله ما نريد حربه هذا بيت الله وبيت خليله إبراهيم فإن يمنعه فهو يمنع بيته وحرمه وأن يخل بينه وبينه فوالله ما عندنا من دفع فقال له إنطلق معي إلى الملك فانطلق معه عبد المطلب,الأسود بن مقصود إلى مكة فساق أموال أهلها وأحضرها إلى أبرهة و--------------------------أرسل أبرهة إلى--------------------------------- قريش وقال لهم لست أقصد الحرب بل--- جئت لأهدم الكعبة فقال عبد المطلب------------------------------------------------------------ والله ما نريد حربه هذا بيت الله فإن منع عن-----------------ه فهو----- بيته وحرمه وإن خلا بينه وبينه فوالله ما عندنا من دفع ثم --------------------------انطلق---- عبد المطلب,244.5,286,138,300,300,-4.84281E+18,2.87608E+18,32,JK000911-ara1.mARkdown,Shamela0012715-ara1.inProgress
460,137,751,23,146,263,543,1157,96,221,5.27494E+18,5.45527E+18,JK000911-ara1.mARkdown.ms0335,Shamela0012715-ara1.inProgress.ms0091,1568,1548,324,70.43478261,و-أربعين نفسا من بني---- آكل المرار فيهم عمرو ومالك ابنا---- ال--حارث فقدموا بهم على المنذر فقتل----------------هم في ديار بني مرينا وفي--هم يقول عمرو بن كلثوم---------------------- فآبوا بالنهاب وبالسبايا وابنا بالملوك مصفدينا وفيهم يقول امرؤ القيس ملوك من بني حجر بن عمرو يساقون العشية يقتلونا فلو في يوم معركة أصيبوا ولكن في ديار بني مرينا ولم تغسل جماجمهم بغسل ولكن في الدماء مرملينا تظل الطير عاكفة عليهم وتنتزع الحواجب والعيونا وأقام الحارث بد---يار كلب,وبأربعين نفسا من بني حجر آكل المرار---------------- ابنان من ولد حارث المذكو--------------ر فقتلهم المنذر عن آخرهم في ديار بني مرين- وفي ذلك يقول امرؤ القيس بن حجر بن الحارث المذكور فآبوا بالنهاب وبالسبايا وأبناء الملوك مصفدينا---------------------- ملوك من بني حجر بن عمرو يساقون العشية يقتلونا فلو في يوم معركة أصيبوا ولكن في ديار بني مرينا ولم تغسل جماجمهم بغسل ولكن في الدماء مزملينا تظل الطير عاكفة عليهم وتنتزع الحواجب والعيونا و-هرب الحارث إلى ديار كلب,541,335,91,300,300,-2.41606E+18,3.89853E+18,47,JK000911-ara1.mARkdown,Shamela0012715-ara1.inProgress
